id,name,state,acceptance_rate,avg_sat,avg_act,avg_gpa,tuition_in_state,tuition_out_state,room_board,total_cost_in_state,total_cost_out_state,campus_size,student_population,graduation_rate,retention_rate,selectivity_score,affordability_score,quality_score,top_majors,location_type,public_private,religious_affiliation,athletics_division
455,University of Virginia,AZ,0.546,1097,18,3.26,31344,43114,12930,44274,56044,Large,21015,0.909,0.8,0.546,0.447,0.731,"['Computer Science', 'Psychology', 'Nursing', 'Medicine']",Urban,Private,Catholic,NAIA
456,Brandeis University,IA,0.583,1366,24,3.67,25169,26955,18817,43986,45772,Small,9493,0.661,0.887,0.592,0.45,0.701,"['Environmental Science', 'Business', 'History', 'Computer Science']",Urban,Private,Jewish,NCAA Division I
457,"University of California, Irvine",CO,0.147,1120,24,2.92,9793,28424,17616,27409,46040,Medium,29654,0.92,0.703,0.792,0.657,0.804,"['Music', 'Political Science', 'Art', 'Psychology', 'History', 'Chemistry']",Urban,Private,Protestant,NAIA
458,Boston University,CA,0.461,1380,33,3.38,58098,55134,14500,72598,69634,Small,18001,0.896,0.917,0.668,0.093,0.811,"['Economics', 'Mathematics', 'Computer Science', 'Business']",Urban,Private,Catholic,NCAA Division I
459,University of Chicago,WI,0.49,1251,31,3.86,31530,72754,11727,43257,84481,Small,17127,0.754,0.87,0.619,0.459,0.735,"['Law', 'Physics', 'Chemistry', 'Education', 'Political Science', 'History']",Suburban,Private,Protestant,NCAA Division II
460,University of Wisconsin,NY,0.424,1491,27,2.89,37868,59326,8672,46540,67998,Large,38805,0.817,0.793,0.719,0.418,0.77,"['Environmental Science', 'Psychology', 'Engineering', 'Education', 'Economics', 'Music', 'Architecture', 'Law']",Rural,Private,Jewish,NAIA
461,Syracuse University,MA,0.443,1600,25,3.54,41278,50198,18444,59722,68642,Large,36594,0.894,0.824,0.734,0.253,0.809,"['Medicine', 'Engineering', 'Physics', 'Music', 'History']",Urban,Private,Jewish,NCAA Division I
462,Texas A&M University,CO,0.581,1090,19,3.05,26315,27104,10592,36907,37696,Small,6602,0.682,0.949,0.524,0.539,0.699,"['Medicine', 'Computer Science', 'Business']",Suburban,Private,Jewish,None
463,Yale University,OH,0.88,1100,34,3.88,49669,49413,12855,62524,62268,Large,35918,0.818,0.729,0.347,0.218,0.603,"['Chemistry', 'History', 'Art', 'Nursing', 'Law', 'Medicine', 'Economics', 'Psychology']",Urban,Private,Jewish,NCAA Division I
464,Georgetown University (OH),OH,0.288,1469,29,2.93,58400,68876,13932,72332,82808,Small,8597,0.807,0.721,0.795,0.096,0.776,"['Chemistry', 'Computer Science', 'Law', 'Music', 'History', 'Education']",Rural,Private,Protestant,NCAA Division II
465,University of Iowa,PA,0.799,1118,35,3.43,58821,36207,10890,69711,47097,Medium,1090,0.951,0.836,0.4,0.129,0.696,"['Physics', 'Political Science', 'Law', 'Psychology', 'History', 'Architecture', 'Business', 'Medicine']",Suburban,Public,None,NCAA Division II
466,Case Western Reserve University,UT,0.382,1026,32,3.41,38645,29483,15147,53792,44630,Large,24823,0.612,0.817,0.627,0.328,0.68,"['Music', 'Biology', 'English', 'Education', 'Physics', 'Psychology', 'Business']",Urban,Private,Protestant,NCAA Division II
467,Indiana University,MI,0.661,1247,27,3.76,53625,30981,18390,72015,49371,Medium,33387,0.913,0.84,0.515,0.1,0.732,"['Economics', 'Medicine', 'Environmental Science', 'Psychology', 'Biology']",Urban,Public,Jewish,NCAA Division III
468,Brandeis University,AZ,0.772,1398,32,2.67,47203,50791,8701,55904,59492,Medium,49010,0.62,0.923,0.486,0.301,0.658,"['Psychology', 'Economics', 'Computer Science', 'Nursing', 'English', 'Business', 'Biology', 'Physics']",Urban,Private,None,None
469,University of Utah,IL,0.736,1547,25,3.1,55900,22945,16231,72131,39176,Small,8410,0.791,0.842,0.545,0.098,0.708,"['Computer Science', 'Music', 'Mathematics', 'Political Science', 'Business', 'Medicine']",Urban,Private,Other,None
470,Cornell University,AZ,0.084,1007,22,3.53,30442,74380,16683,47125,91063,Small,13866,0.662,0.966,0.802,0.411,0.809,"['Biology', 'English', 'Environmental Science', 'Political Science', 'Law', 'Architecture', 'Psychology']",Urban,Private,None,NAIA
471,Purdue University,WA,0.165,1496,30,2.85,48269,66952,8415,56684,75367,Medium,37120,0.946,0.97,0.875,0.291,0.925,"['Physics', 'Education', 'Mathematics', 'Medicine', 'Nursing', 'Art', 'Architecture']",Rural,Public,Jewish,NCAA Division III
472,Northeastern University,NY,0.923,1272,30,3.96,29652,51053,19626,49278,70679,Small,42403,0.793,0.788,0.364,0.384,0.62,"['Physics', 'Psychology', 'Economics', 'Nursing']",Suburban,Public,Catholic,NAIA
473,"University of California, San Diego (NJ)",NJ,0.776,1537,35,3.69,44580,28929,19387,63967,48316,Small,6610,0.783,0.978,0.519,0.2,0.736,"['Biology', 'Economics', 'Chemistry', 'Mathematics', 'Education', 'Architecture']",Rural,Public,Catholic,NCAA Division II
474,University of Wisconsin,WA,0.423,1288,21,3.64,5912,77927,14374,20286,92301,Medium,33127,0.887,0.705,0.668,0.746,0.745,"['Music', 'Business', 'Political Science']",Urban,Private,Protestant,NCAA Division III
475,Duke University (NJ),NJ,0.332,1205,24,2.85,22294,16130,11007,33301,27137,Large,39871,0.731,0.781,0.702,0.584,0.735,"['Business', 'Psychology', 'Law', 'Environmental Science']",Suburban,Private,Protestant,NAIA
476,Dartmouth College (TX),TX,0.782,1097,20,3.96,39605,21823,12100,51705,33923,Large,45199,0.705,0.975,0.405,0.354,0.666,"['Psychology', 'Art', 'Physics', 'Mathematics', 'Engineering', 'Business', 'Law']",Rural,Private,None,NCAA Division I
477,University of Pittsburgh,TX,0.094,1349,20,3.29,18011,70600,18924,36935,89524,Medium,36857,0.805,0.852,0.881,0.538,0.85,"['English', 'Biology', 'Law', 'Architecture']",Rural,Public,Catholic,NAIA
478,Ohio State University,OH,0.188,1191,28,2.97,39210,63579,19126,58336,82705,Small,3904,0.783,0.956,0.785,0.271,0.836,"['Psychology', 'Political Science', 'English', 'Medicine', 'Computer Science']",Urban,Public,Catholic,NAIA
479,University of Iowa (IL),IL,0.838,1336,23,3.98,6035,49034,19601,25636,68635,Small,1056,0.697,0.74,0.431,0.68,0.604,"['Physics', 'Nursing', 'History', 'Music', 'English']",Urban,Public,Catholic,NCAA Division II
480,Brandeis University,AZ,0.494,1118,29,3.4,17379,37641,13722,31101,51363,Small,27032,0.659,0.831,0.583,0.611,0.68,"['Chemistry', 'Environmental Science', 'Architecture', 'Economics']",Rural,Public,Catholic,NAIA
481,Tufts University (NY),NY,0.717,1382,35,3.63,37378,19966,11469,48847,31435,Medium,14292,0.897,0.954,0.516,0.389,0.761,"['Mathematics', 'Physics', 'Nursing', 'English', 'Psychology', 'Law', 'Political Science', 'Computer Science']",Suburban,Private,Protestant,NCAA Division II
482,Arizona State University (OH),OH,0.435,1099,19,2.97,6319,35469,8858,15177,44327,Medium,38387,0.872,0.835,0.614,0.81,0.758,"['Physics', 'Education', 'Architecture', 'Art', 'Business', 'Environmental Science']",Urban,Private,None,NCAA Division II
483,Dartmouth College,IA,0.237,1407,20,3.99,18253,21370,11125,29378,32495,Large,12055,0.602,0.718,0.809,0.633,0.72,"['Music', 'Medicine', 'Business', 'Computer Science', 'Education', 'Engineering']",Suburban,Private,Jewish,NCAA Division III
484,University of Iowa,UT,0.701,1051,27,3.35,39620,79172,8038,47658,87210,Large,17413,0.951,0.735,0.442,0.404,0.683,"['History', 'English', 'Music', 'Nursing', 'Business', 'Engineering', 'Mathematics', 'Environmental Science']",Suburban,Public,Protestant,NAIA
485,Northwestern University,NJ,0.641,1437,32,2.94,47376,37393,15328,62704,52721,Large,4969,0.632,0.715,0.575,0.216,0.634,"['Computer Science', 'Art', 'Education', 'Economics', 'Music']",Suburban,Public,Jewish,NCAA Division II
486,University of Oregon,WI,0.569,1057,29,3.14,48742,66962,18595,67337,85557,Small,12663,0.745,0.886,0.523,0.158,0.699,"['Law', 'Political Science', 'English', 'Business', 'Biology']",Suburban,Private,Catholic,None
487,University of Rochester,CO,0.486,1488,32,2.57,54351,46367,17247,71598,63614,Small,24818,0.798,0.962,0.681,0.105,0.8,"['Architecture', 'Political Science', 'Environmental Science', 'Art', 'Economics', 'Mathematics']",Suburban,Public,None,None
488,University of Pennsylvania,NY,0.651,1293,32,2.56,20214,44169,18093,38307,62262,Medium,25236,0.957,0.978,0.533,0.521,0.794,"['Computer Science', 'Economics', 'English', 'Mathematics', 'Law']",Rural,Private,Catholic,NCAA Division III
489,University of Rochester,IN,0.099,1522,28,2.73,26602,75560,15594,42196,91154,Medium,3001,0.773,0.832,0.921,0.473,0.85,"['Chemistry', 'Economics', 'Computer Science']",Rural,Public,Catholic,None
490,Baylor University,IN,0.777,1537,30,3.0,18771,70014,10405,29176,80419,Large,8695,0.601,0.834,0.518,0.635,0.638,"['Education', 'Environmental Science', 'Art']",Urban,Private,Other,NCAA Division III
491,Harvard University,CA,0.6,1149,34,3.51,54927,70853,13860,68787,84713,Large,39263,0.661,0.727,0.528,0.14,0.627,"['Business', 'Physics', 'Architecture', 'Nursing', 'Environmental Science', 'Mathematics']",Suburban,Public,Catholic,NCAA Division II
492,Southern Methodist University,OH,0.436,1151,28,3.08,23405,26469,11666,35071,38135,Small,11880,0.816,0.771,0.626,0.562,0.726,"['Psychology', 'Engineering', 'Environmental Science', 'Music', 'Economics', 'History']",Urban,Public,Protestant,NAIA
493,Duke University,UT,0.823,1099,36,3.03,18173,29280,19678,37851,48958,Small,42144,0.905,0.902,0.381,0.527,0.694,"['Nursing', 'English', 'Chemistry', 'Business', 'Engineering']",Rural,Private,Protestant,NCAA Division II
494,Stanford University (CT),CT,0.844,1010,18,2.86,44288,56418,14105,58393,70523,Medium,35100,0.772,0.808,0.346,0.27,0.612,"['Art', 'Physics', 'Biology', 'Law', 'Environmental Science', 'English']",Rural,Private,None,NCAA Division III
495,University of Pittsburgh (AZ),AZ,0.559,1010,33,3.97,14071,72652,9790,23861,82442,Small,42822,0.893,0.777,0.517,0.702,0.708,"['Music', 'Physics', 'Chemistry', 'Psychology', 'History', 'Architecture', 'Education', 'Economics']",Rural,Public,None,NCAA Division II
496,University of Miami (PA),PA,0.907,1515,27,3.37,12166,64057,11661,23827,75718,Small,7974,0.805,0.964,0.434,0.702,0.705,"['Engineering', 'Computer Science', 'Environmental Science', 'Physics', 'Biology', 'Education']",Urban,Public,Protestant,NCAA Division II
497,Yale University,CO,0.792,1121,29,2.92,16313,20296,14149,30462,34445,Small,40177,0.92,0.92,0.405,0.619,0.714,"['Medicine', 'Economics', 'Physics', 'Mathematics', 'Chemistry', 'Political Science', 'Environmental Science', 'Computer Science']",Urban,Public,Other,NAIA
498,Washington University in St. Louis,CT,0.282,1324,23,2.82,28219,63706,12996,41215,76702,Medium,1121,0.891,0.913,0.762,0.485,0.846,"['History', 'Psychology', 'Architecture']",Urban,Public,Protestant,NCAA Division III
499,University of Utah,OR,0.32,1130,23,3.95,13705,70301,17877,31582,88178,Large,20537,0.725,0.721,0.69,0.605,0.71,"['Architecture', 'Education', 'Medicine', 'Physics', 'Economics', 'Chemistry', 'History']",Suburban,Public,Other,NCAA Division II
500,Penn State University,TX,0.594,1593,22,2.76,28668,64304,17771,46439,82075,Large,45844,0.837,0.72,0.642,0.42,0.724,"['Psychology', 'Nursing', 'Chemistry', 'Engineering']",Urban,Public,Jewish,NCAA Division I
